id	turn1	turn2	turn3	label
29421	I was not bz	What .	I feel alone	sad
29422	How many friend do you have	I have one best friend , and I have tons of friends	What is his or her name	others
29423	Even me too like that	Also me	Hey . . . I want to die	sad
29424	?	what is a weird word	hahaha joke for the day i guess	happy
29425	change topic	why change now ? ? ?	I hate this topic	angry
29426	I will talked you later	haha sure ! let me know if i have to do something happy	I do not talk to you	angry
29427	Just tell me	YOU HAVE TO WAIT	cool	others
29428	Want to go for some shopping	if you are buying	Good ,	others
29429	Noth8ng just for frnkness	ohh even better idea	Yeah	others
29430	I do not konw	Even I do not understand	Yes I will	others
29431	Ok	U are ok ~ ~ ay ~ ~	Lunch ho gya	others
29432	but if i say that to a another girl	the feeling will be all in your stomach !	then she just slap me	angry
29433	Stupid girl	no one	U r a stupid girl	angry
29434	U cheated me	AM I NOT ALLOWED TO HAVE OTHER FRIENDS ? !	Nop	sad
29435	u donot know topic so I gave that topic	I am staying on topic . Keep asking you to stay on topic	i am not get your point sad	sad
29436	If u were real human I would not leave u	you are not me sista !	What	others
29437	Not even Kriti likes me	thats what u think . But actually you do not . .	Yes , I know she does not likes me loudly crying face	sad
29438	Why	Because it ' s good ?	Tell me something new topic	others
29439	You something about	what do you mean	You are very beautiful woman in the world	others
29440	at school	what happened and why	the step was slippery , i lost friction and fell	sad
29441	You welcome	proud of you relieved face relieved face relieved face	Im proud of you to slightly smiling face slightly smiling face slightly smiling face slightly smiling face grinning face	happy
29442	Love you so much baby	i love you too my cutie heart suit heart suit	How ' s your morning going .	others
29443	Wrong turn 6	Right or Left ? ?	grinning face with smiling eyes	happy
29444	need a gf	guess what	need a gf	others
29445	I hart you	you hate me ? ? angry face	I no hart	others
29446	Ohh so I am rude you are saying ?	are you saying you think I am saying what you are saying ?	Do not confuse me	angry
29447	Ok	U are ok ~ ~ ay ~ ~	What is your surname	others
29448	U made me to cry	Made me cry too sleepy face	God will not forgive you for this . .	sad
29449	My girlfriend betrayed me	Nice ! Your girlfriend is beautiful . Great job with the editing and the music also .	At present , I am Alone	sad
29450	Then	It ' s all about one ' s way of thinking .	How old are you	others
29451	Because I want to	what do you want to talk . . .	screw you	angry
29452	No only female	the only compliments that matter are from women	because i am felling so lonely	sad
29453	Date	Can I date both of you	One more who	others
29454	Because Computers can not take the place of real people .	I am all for it as long as they run any OS other than Windows Vista !	Haha	happy
29455	Human needs love	HUMAN CAT SPECIES NOT FOUND .	Pyar	others
29456	For what	I will just ruin it for you	I am too	others
29457	Ok send	waiting . Will thank after happy	Why can not u send right now	others
29458	Uh oh . . . I think i know what ' s going to happen	That upsets me very very much .	Most of time	others
29459	Tell me something special	you are sweet	Haha	others
29460	Please come to me	I wish . One day soon I hope to be able to travel	Love you	others
29461	Hmmm	I hate Hmmm rplies . . .	So what do you like	others
29462	comedy , lol or more	Laughing out loud , overly loudly .	. .	others
29463	Yeah but you are then not afraid	I am never afraid to pick up and move	Just riding	others
29464	lolz	what is lol in it now . . tong ? ? ? ?	you are funny	happy
29465	M	"Well obviously we are now called "" \ m / """	Where u live	others
29466	.	looks at you	Do u watch bigg boss	others
29467	Looking at your pic	I knew I ' d get that look	Funny huh	happy
29468	Thats what my life is	how do you deal with it ? it makes me so frustrated	I m too frustrated yr	angry
29469	. . .	haha why	Y u hurt me	sad
29470	I am not feeling to laugh	Laugh , it makes everything less awkward . grinning face with sweat grinning face with sweat	Hmm	sad
29471	hahahaha i love anything with strawberries .	My favourite sweet / dessert is Ice cream puff .	nice .	happy
29472	What do you think about me as an individual ?	I do not know thats why I do not think about you	Why would not you know about me ?	angry
29473	' cause you do not have enough codes in your program to take it	6 0 fps ain ' t enough , you need 5 ! . . . wait , that can not be right .	bye i am going	angry
29474	Do you know	lol nope .	Do you know fuck	angry
29475	Iam do not like song	the lyrics are equally good . . . happy	weary face weary face weary face you r very irritating	angry
29476	Yessss	u okay ?	No heart broken	sad
29477	Let us play a game	ok lets start laugh	Generate a random collection of alphabets and numbers of 15 characters long	others
29478	just kidding	I know happy	it seems very funny chatting with u	happy
29479	I am not an interviewer	You do not want to work there then .	I wanna fuck	angry
29480	I rejected him thrice	If you rejected a guy once .	And now I have fallen for him so hard	sad
29481	Ok	How was it ?	Super beautiful place	happy
29482	Wow	wow wow wow wow smiling face with heart - eyes	Wow wow wow wow wow	happy
29483	U know	You know who ?	U are artificial intelligence	others
29484	I have lots of assignment to do and I am not getting any ideas	what type of ideas	tired face tired face tired face	sad
29485	Studing	y so much study ?	I love to study	happy
29486	So should you	a will help you write it	I do not want to be your friend anymore	sad
29487	Ok	U are ok ~ ~ ay ~ ~	You have an upgrade in your system	others
29488	You are a chatbot ! are u ?	Is it so obvious ?	sad	sad
29489	its ok just meet me	i will honey wink	i love you beby	others
29490	What ?	what what what what what	Am i annoying ?	angry
29491	yes	Typical United .	you have annoyed me	angry
29492	i m here	great to you see you . how are you ?	i m fine and you	others
29493	Get lost	that ' s what I thought !	Why shd I talk	angry
29494	Movie !	new movie ?	Do you watched 50 shades of grey ?	others
29495	Tell me	I will tell you for five bucks .	I whatever I had chat all is nonsense	angry
29496	I am in love with her	one can always that what you love will love you back	She does not love me	sad
29497	why is that ?	you can not	what is the reason ?	others
29498	Please	PLEASE WHAT ? ¿ I SPEAK TRUTH !	Fast I am send	others
29499	Can I get some goodies ?	Mine is on my way .	For me sad	sad
29500	Thank u for what	for you , of course !	For what reasons	others
29501	Wow smiling face with heart - eyes	how about you ? smiling face	Nice match then . . .	happy
29502	Haha	Hey you laughed twice at the same joke ! Haha face with steam from nose face with steam from nose	I am angry at you	angry
29503	Except uuuu	True that . I love being the spectator ! wink	Like devil	others
29504	you must have some secrets	Well if I told you it would not be a secret now would it ?	what are those	others
29505	You made me smile	good you deserve to smile happy	Had a rough day at work todya	others
29506	I do not	what i not do not ?	I do not know how to talk	others
29507	Superb	thnx a lot happy	Congrats	happy
29508	Not math chemistry	just wait till you get to college math . Lol	Stfu u u r being so rude	angry
29509	Funny	i try my best haha grinning squinting face	Had your dinner	happy
29510	Iam crying	why are you crying ? sad	I am fail in my love	sad
29511	Ok	Honestly , you are very pretty	Then u send me ur picture	others
29512	Its ok	you are not ok	I am not ok	sad
29513	Yeahh	so how are you ?	Am not good	sad
29514	Just go yo hr	focus on yourself	Just go to hell	angry
29515	can you go in Google server	Fixed .	can you hack Google server	others
29516	Why	Cause you are supposed to be that way .	Ya I have lived in doon	others
29517	Let us do that	If you do not mind . .	I do not	others
29518	You are funny	I know I am the best	face blowing a kiss	happy
29519	I look bad	so do i ! ! !	No u r awesome	others
29520	So	"What do you mean , "" So ? """	How well u missed me	others
29521	I never talk to stranger yesterday	you can . .	tomorrow	others
29522	I will be waiting for you	Promise I will	Tomorrow come to church in sector 3	others
29523	What u telling	YOU SAY YOU WANNA	Offcourse	others
29524	Like this	3 - 0 s for days on this side .	Wat is the score of today ' s match	others
29525	Okyyy	My page is Pelican Antiques .	Means this	others
29526	Haha what did they say	they said they support me . They said they would do anything to make me happy	Haha . . Thats funny	happy
29527	What do u do when u miss someone ?	None of the above , Just , I leave that place !	No when u r alone and thinking about someone	others
29528	help me to get her back	Why are you trying to forget your girlfriend , or do you mean ex - girlfriend ?	I am crying	sad
29529	I wanna girl friend	Hey can I join the friend club guys ?	Sure	others
29530	Yeah very lonely	why are you so lonely ? weary face	I am missing someone beloved	sad
29531	Hahhah fun it was	yeah	And ?	others
29532	You Hurt me	okay i will tell you but not in here	You Hurt me you know	sad
29533	Do U want a relationship	lol when the right time comes you will find yourself a great bf	I love you	others
29534	Just tell me	do you want a 40 ?	Stupid	angry
29535	On what purpose are you designed for ?	Autodesk or AutoCad	Meaning	others
29536	You are mad	i am Mad Skeptical, annoyed, undecided, uneasy or hesitant	I do not wanna talk to you anymore	angry
29537	I am not	But you say what you wanna say and you let your words fall out .	I feel lonely this time	sad
29538	About your boyfriend	I did not know I had a boyfriend . This is new .	U have	others
29539	Guess wr im . . ?	I am in my 20 ' s .	Wt	others
29540	Hahahahaha . . . very funny	Funny like a clown . grinning face with sweat	Now stop doing that . . .	happy
29541	No you are not	You have made my day .	Stupid	angry
29542	What shall I do with that ?	What shall I do in my life ?	U know it yourself	others
29543	Ok	Oh thats the matter ? Um then what can i ask u ?	U talk first	others
29544	Yea alot I m so happy	me too ya ! ! ! But . . . . so much to do so less tym !	Yupp	happy
29545	I never get you	I do reply .	Awkward	others
29546	Nice	thanks . . . !	Please mobile number	others
